Point: ,121-8861,,
Location: ,"33.773355, -84.40524",,
Road-Type: ,Local,,
Day: ,Tue,Wed,Thu
Date:,2022-08-16,2022-08-17,2022-08-18
0:00:00 (V),,5,5
1:00:00 (V),,3,9
2:00:00 (V),,1,0
3:00:00 (V),,0,0
4:00:00 (V),,2,1
5:00:00 (V),,0,0
6:00:00 (V),,7,4
7:00:00 (V),,9,10
8:00:00 (V),,21,35
9:00:00 (V),,8,49
10:00:00 (V),,11,67
11:00:00 (V),,17,69
12:00:00 (V),,18,79
13:00:00 (V),,49,70
14:00:00 (V),,25,96
15:00:00 (V),,15,87
16:00:00 (V),,15,40
17:00:00 (V),,20,29
18:00:00 (V),,14,35
19:00:00(V),,9,22
20:00:00 (V),13,10,
21:00:00 (V),13,33,
22:00:00 (V),4,8,
23:00:00 (V),12,8,
,,,
12:00:00 (C),,,
1:00:00 (C),,,
2:00:00 (C),,,
3:00:00 (C),,,
4:00:00 (C),,,
5:00:00 (C),,,
6:00:00 (C),,,
7:00:00 (C),,,
8:00:00 (C),,,
9:00:00 (C),,,
10:00:00 (C),,,
11:00:00 (C),,,
12:00:00 (C),,,
13:00:00 (C),,,
14:00:00 (C),,,
15:00:00 (C),,,
16:00:00 (C),,,
17:00:00 (C),,,
18:00:00 (C),,,
19:00:00(C),,,
20:00:00 (C),,,
21:00:00 (C),,,
22:00:00 (C),,,
23:00:00 (C),,,