Point: ,121-6246,
Location: ,"33.7514762878418, -84.39976501464844",
Road-Type: ,Minor Arterial,
Day: ,Wed,Thu
Date:,2025-10-01,2025-10-02
0:00:00 (V),14,7
1:00:00 (V),7,6
2:00:00 (V),4,5
3:00:00 (V),4,4
4:00:00 (V),1,2
5:00:00 (V),12,12
6:00:00 (V),25,31
7:00:00 (V),262,244
8:00:00 (V),636,459
9:00:00 (V),366,307
10:00:00 (V),183,168
11:00:00 (V),168,145
12:00:00 (V),184,230
13:00:00 (V),211,167
14:00:00 (V),273,266
15:00:00 (V),376,409
16:00:00 (V),527,477
17:00:00 (V),438,446
18:00:00 (V),257,244
19:00:00(V),97,137
20:00:00 (V),35,157
21:00:00 (V),31,76
22:00:00 (V),23,93
23:00:00 (V),12,67
,,
12:00:00 (C),0:14:0:0:0:0:0:0:0:0:0:0:0:0:0,1:4:1:0:0:1:0:0:0:0:0:0:0:0:0
1:00:00 (C),1:5:1:0:0:0:0:0:0:0:0:0:0:0:0,0:6:0:0:0:0:0:0:0:0:0:0:0:0:0
2:00:00 (C),0:4:0:0:0:0:0:0:0:0:0:0:0:0:0,0:5:0:0:0:0:0:0:0:0:0:0:0:0:0
3:00:00 (C),0:4:0:0:0:0:0:0:0:0:0:0:0:0:0,0:3:1:0:0:0:0:0:0:0:0:0:0:0:0
4:00:00 (C),0:1:0:0:0:0:0:0:0:0:0:0:0:0:0,0:2:0:0:0:0:0:0:0:0:0:0:0:0:0
5:00:00 (C),1:7:3:0:0:1:0:0:0:0:0:0:0:0:0,0:12:0:0:0:0:0:0:0:0:0:0:0:0:0
6:00:00 (C),4:21:0:0:0:0:0:0:0:0:0:0:0:0:0,0:26:4:0:0:0:0:0:1:0:0:0:0:0:0
7:00:00 (C),2:234:18:2:6:0:0:0:0:0:0:0:0:0:0,3:211:18:4:5:1:0:2:0:0:0:0:0:0:0
8:00:00 (C),1:562:54:3:12:1:0:1:2:0:0:0:0:0:0,4:415:30:2:7:1:0:0:0:0:0:0:0:0:0
9:00:00 (C),0:316:29:4:13:2:0:1:1:0:0:0:0:0:0,1:270:23:2:9:1:0:0:1:0:0:0:0:0:0
10:00:00 (C),3:145:18:4:10:1:0:2:0:0:0:0:0:0:0,3:142:17:3:2:0:0:1:0:0:0:0:0:0:0
11:00:00 (C),2:132:22:1:3:3:0:3:2:0:0:0:0:0:0,1:109:25:1:9:0:0:0:0:0:0:0:0:0:0
12:00:00 (C),4:146:23:3:6:0:0:0:2:0:0:0:0:0:0,3:187:28:3:9:0:0:0:0:0:0:0:0:0:0
13:00:00 (C),2:165:26:3:7:4:0:3:1:0:0:0:0:0:0,3:125:28:2:8:1:0:0:0:0:0:0:0:0:0
14:00:00 (C),2:221:41:2:2:2:0:2:1:0:0:0:0:0:0,2:215:39:3:4:0:0:2:1:0:0:0:0:0:0
15:00:00 (C),2:324:37:4:8:1:0:0:0:0:0:0:0:0:0,5:339:56:3:4:0:0:1:1:0:0:0:0:0:0
16:00:00 (C),3:455:53:8:5:0:0:1:2:0:0:0:0:0:0,2:417:47:5:6:0:0:0:0:0:0:0:0:0:0
17:00:00 (C),0:393:29:7:8:0:0:0:1:0:0:0:0:0:0,2:404:31:2:5:0:0:1:1:0:0:0:0:0:0
18:00:00 (C),2:236:15:3:1:0:0:0:0:0:0:0:0:0:0,3:210:25:2:3:1:0:0:0:0:0:0:0:0:0
19:00:00(C),3:86:6:0:2:0:0:0:0:0:0:0:0:0:0,6:120:11:0:0:0:0:0:0:0:0:0:0:0:0
20:00:00 (C),2:29:3:0:1:0:0:0:0:0:0:0:0:0:0,3:143:8:0:2:0:0:0:1:0:0:0:0:0:0
21:00:00 (C),2:28:1:0:0:0:0:0:0:0:0:0:0:0:0,1:68:4:0:3:0:0:0:0:0:0:0:0:0:0
22:00:00 (C),0:21:2:0:0:0:0:0:0:0:0:0:0:0:0,3:85:5:0:0:0:0:0:0:0:0:0:0:0:0
23:00:00 (C),1:11:0:0:0:0:0:0:0:0:0:0:0:0:0,1:60:6:0:0:0:0:0:0:0:0:0:0:0:0